Data,Manaus,Itacoatiara,Iquitos,Tabatinga,Stº. Ant. Içá,Coari
16/07/2021,29.59,14.65,,7.88,,18.69
17/07/2021,29.52,14.62,,7.60,,18.65
18/07/2021,29.45,14.58,,7.38,,18.61
19/07/2021,29.37,14.49,,7.26,,18.56
20/07/2021,29.33,14.46,,7.14,,18.54
21/07/2021,29.30,14.43,,7.07,,18.50
22/07/2021,29.35,14.39,,7.00,,18.45
23/07/2021,29.31,14.35,,6.90,,18.39
24/07/2021,29.27,14.32,,6.74,,18.35
25/07/2021,29.22,14.28,,6.60,,18.30
26/07/2021,29.18,14.24,,6.54,,18.25
27/07/2021,29.12,14.19,,6.53,,18.19
28/07/2021,29.08,14.16,,6.57,,18.13
29/07/2021,29.02,14.11,,6.62,,18.07
30/07/2021,28.96,14.08,,6.64,,18.01
31/07/2021,28.92,14.04,,6.59,,17.97
01/08/2021,28.87,14.00,,6.45,,17.88
02/08/2021,28.82,13.95,,6.26,,17.75
03/08/2021,28.78,13.91,,6.04,,17.68
04/08/2021,28.72,13.85,,5.80,,17.61
05/08/2021,28.67,13.81,,5.62,,17.54
06/08/2021,28.62,13.76,,5.26,,17.45
07/08/2021,28.56,13.73,,5.04,,17.40
08/08/2021,28.50,13.67,,4.94,,17.32
09/08/2021,28.43,13.62,,4.76,,17.24
10/08/2021,28.38,13.54,,4.58,,17.15
11/08/2021,28.31,13.48,,4.42,,17.10
12/08/2021,28.25,13.42,,4.12,,17.05
13/08/2021,28.20,13.36,,3.86,,17.04
14/08/2021,28.15,13.34,,3.64,,16.90
15/08/2021,28.10,13.29,,3.27,,16.80
16/08/2021,28.04,13.24,,2.96,,16.70
17/08/2021,27.98,13.16,,2.62,,16.70
18/08/2021,27.90,13.15,,2.47,,16.48
19/08/2021,27.85,13.05,,2.40,,16.38
20/08/2021,27.78,13.04,,2.39,,16.25
21/08/2021,27.71,12.91,,2.32,,16.12
22/08/2021,27.64,12.91,,2.31,,15.95
23/08/2021,27.56,12.81,,2.25,,15.80
24/08/2021,27.48,12.71,,2.16,,15.62
25/08/2021,27.39,12.67,,2.09,,15.46
26/08/2021,27.30,12.61,,1.86,,15.30
27/08/2021,27.20,12.52,,1.72,,15.10
28/08/2021,27.13,12.46,,1.52,,14.90
29/08/2021,27.06,12.38,,1.38,,14.65
30/08/2021,26.98,12.32,,1.29,,14.55
31/08/2021,26.92,12.24,,1.14,,14.42
01/09/2021,26.82,12.17,,1.01,,14.29
02/09/2021,26.74,12.10,,0.86,,14.12
03/09/2021,26.63,12.00,,0.78,,13.91
04/09/2021,26.53,11.90,,0.72,,13.71
05/09/2021,26.43,11.82,,0.72,,13.51
06/09/2021,26.32,11.73,,0.80,,13.30
07/09/2021,26.20,11.63,,1.01,,12.87
08/09/2021,26.08,11.53,,1.22,,12.64
09/09/2021,25.95,11.43,,1.40,,12.64
10/09/2021,25.82,11.34,,1.58,,12.44
11/09/2021,25.69,11.30,,1.72,,12.20
12/09/2021,25.56,11.14,,1.86,,11.98
13/09/2021,25.46,11.02,,1.99,,11.75
14/09/2021,25.29,10.91,,2.07,,11.52
15/09/2021,25.13,10.80,,2.16,,11.30
16/09/2021,24.99,10.63,,2.22,,11.10
17/09/2021,24.82,10.54,,2.27,,10.92
18/09/2021,24.67,10.41,,2.32,,10.77
19/09/2021,24.52,10.36,,2.52,,10.60
20/09/2021,24.36,10.16,,2.80,,10.48
21/09/2021,24.19,10.04,,3.03,,10.30
22/09/2021,24.03,9.92,,3.17,,10.20
23/09/2021,23.87,9.79,,3.28,,10.09
24/09/2021,23.68,9.66,,3.34,,9.98
25/09/2021,23.52,9.52,,3.38,,9.90
26/09/2021,23.37,9.47,,3.42,,9.82
27/09/2021,23.22,9.32,,3.46,,9.79
28/09/2021,23.06,9.13,,3.45,,9.74
29/09/2021,22.90,8.99,,3.45,,9.70
30/09/2021,22.76,8.83,,3.52,,9.66
01/10/2021,22.62,8.73,,3.58,,9.60
02/10/2021,22.48,8.59,,3.61,,9.58
03/10/2021,22.34,8.48,,3.61,,9.54
04/10/2021,22.21,8.36,,3.34,,9.52
05/10/2021,22.07,8.23,,3.16,,9.53
06/10/2021,21.94,8.11,,2.98,,9.53
07/10/2021,21.82,8.01,,2.88,,9.50
08/10/2021,21.69,7.90,,2.82,,9.48
09/10/2021,21.58,7.80,,2.78,,9.46
10/10/2021,21.47,7.70,,2.76,,9.43
11/10/2021,21.37,7.61,,2.68,,9.38
12/10/2021,21.26,7.51,,2.62,,9.33
13/10/2021,21.16,7.41,,2.57,,9.29
14/10/2021,21.04,7.31,,2.66,,9.20
15/10/2021,20.93,7.20,,2.78,,9.12
16/10/2021,20.82,7.09,,2.86,,9.04
17/10/2021,20.70,6.97,,2.94,,8.95
18/10/2021,20.58,6.88,,3.02,,8.85
19/10/2021,20.45,6.76,,3.16,,8.77
20/10/2021,20.30,6.67,,3.30,,8.69
21/10/2021,20.15,6.56,,3.39,,8.62
22/10/2021,20.07,6.47,,3.52,,8.56
23/10/2021,19.99,6.39,,3.56,,8.51
24/10/2021,19.92,6.34,,3.56,,8.48
25/10/2021,19.85,6.26,,3.56,,8.47
26/10/2021,19.76,6.18,,3.58,,8.47
27/10/2021,19.69,6.11,,3.90,,8.54
28/10/2021,19.66,6.08,,4.22,,8.59
29/10/2021,19.63,6.03,,4.47,,8.64
31/10/2021,19.55,5.96,,4.73,,8.74
01/11/2021,19.50,5.90,,4.81,,8.79
02/11/2021,19.47,5.87,,4.92,,8.84
03/11/2021,19.45,5.85,,5.10,,8.91
04/11/2021,19.44,5.85,,5.24,,8.98
05/11/2021,19.44,5.85,,5.36,,9.04
06/11/2021,19.45,5.86,,5.50,,9.12
07/11/2021,19.46,5.88,,5.64,,9.18
08/11/2021,19.48,5.90,,5.73,,9.22
09/11/2021,19.53,5.92,,5.76,,9.28
10/11/2021,19.58,5.96,,5.77,,9.35
11/11/2021,19.63,5.98,,5.77,,9.41
12/11/2021,19.66,6.00,,5.85,,9.48
13/11/2021,19.69,6.02,,5.98,,9.60
14/11/2021,19.72,6.06,,6.09,,9.69
15/11/2021,19.76,6.08,,6.24,,9.79
16/11/2021,19.80,6.10,,6.34,,9.88
17/11/2021,19.85,6.16,,6.45,,10.00
18/11/2021,19.91,6.22,,6.59,,10.14
19/11/2021,19.99,6.31,,6.69,,10.25
20/11/2021,20.08,6.38,,6.78,,10.39
21/11/2021,20.17,6.48,,6.83,,10.49
22/11/2021,20.27,6.56,,6.84,,
23/11/2021,20.37,6.61,,6.81,,10.73
24/11/2021,20.46,6.72,,6.70,,10.86
25/11/2021,20.53,6.81,,6.57,,10.96
26/11/2021,20.61,6.83,,6.49,,11.03
27/11/2021,20.70,6.98,,6.42,,11.10
28/11/2021,20.79,7.05,,6.48,,11.17
29/11/2021,20.89,7.13,,6.52,,11.20
30/11/2021,20.97,7.21,,6.70,,11.22
01/12/2021,21.03,7.28,,6.92,,11.22
02/12/2021,21.12,7.35,,7.16,,11.22
03/12/2021,21.20,7.42,,7.40,,11.25
04/12/2021,21.28,7.50,,7.59,,11.25
05/12/2021,21.35,7.57,,7.71,,11.25
06/12/2021,21.42,7.65,,7.76,,11.27
07/12/2021,21.51,7.73,,7.83,,11.31
09/12/2021,21.69,7.92,,7.99,,11.44
10/12/2021,21.77,8.00,,8.09,,11.55
11/12/2021,21.87,8.07,,8.19,,11.64
12/12/2021,21.97,8.21,,8.26,,11.74
13/12/2021,22.08,8.31,,8.32,,11.84
14/12/2021,22.17,8.35,,8.40,,11.94
15/12/2021,22.26,8.48,,8.48,,12.07
16/12/2021,22.35,8.59,,8.56,,12.19
17/12/2021,22.44,8.73,,8.64,,12.29
18/12/2021,22.54,8.79,,8.77,,12.42
19/12/2021,22.65,8.88,,8.89,,12.51
20/12/2021,22.76,8.97,,8.99,,12.63
21/12/2021,22.85,9.06,,9.05,,12.70
22/12/2021,22.94,9.14,,9.05,,12.81
23/12/2021,23.05,9.21,,9.05,,12.90
24/12/2021,23.17,9.31,,9.10,,13.00
25/12/2021,23.27,9.40,,9.16,,13.05
26/12/2021,23.37,9.47,,9.23,,13.15
27/12/2021,23.45,9.54,,9.26,,13.22
28/12/2021,23.54,9.58,,,,13.22
29/12/2021,23.61,9.69,,9.24,,13.25
30/12/2021,23.69,9.72,,9.29,,13.31
31/12/2021,23.79,9.83,,9.31,,13.44
01/01/2022,23.87,9.92,,9.34,,13.50
02/01/2022,23.94,10.00,,9.39,,13.56
03/01/2022,24.01,10.07,,9.35,,13.62
04/01/2022,24.07,10.17,,9.31,,13.65
05/01/2022,24.11,10.22,,9.23,,13.68
06/01/2022,24.16,10.29,,9.13,,13.72
07/01/2022,24.21,10.35,,9.04,,13.72
08/01/2022,24.26,10.44,,8.92,,13.75
09/01/2022,24.31,10.49,,8.71,,13.80
10/01/2022,24.37,10.55,,8.45,,13.80
11/01/2022,24.39,10.57,,8.13,,13.83
12/01/2022,24.41,10.60,,7.71,,13.85
13/01/2022,24.42,10.60,,7.31,,13.82
14/01/2022,24.47,10.68,,6.88,,13.87
15/01/2022,24.48,10.71,,6.52,,13.84
16/01/2022,24.48,10.73,,6.13,,13.79
17/01/2022,24.48,10.74,,5.86,,13.76
18/01/2022,24.50,10.77,,5.52,,13.70
19/01/2022,24.50,10.77,,5.34,,13.63
20/01/2022,24.48,10.77,,5.09,,13.54
21/01/2022,24.44,10.76,,4.92,,13.45
22/01/2022,24.40,10.75,,4.86,,13.34
23/01/2022,24.37,10.75,,4.99,,13.23
24/01/2022,24.34,10.73,,5.17,,13.11
25/01/2022,24.29,10.73,,5.24,,12.98
26/01/2022,24.24,10.68,,5.24,,12.90
27/01/2022,24.19,10.68,,5.24,,12.79
28/01/2022,24.15,10.66,,5.30,,12.68
29/01/2022,24.11,10.64,,5.36,,12.61
30/01/2022,24.07,10.66,,5.44,,12.53
31/01/2022,24.02,10.65,,5.52,,12.44
01/02/2022,23.98,10.61,,5.70,,12.40
02/02/2022,23.94,10.59,,5.94,,12.35
03/02/2022,23.92,10.58,,6.23,,12.30
04/02/2022,23.92,10.59,,6.52,,12.27
05/02/2022,23.92,10.60,,6.70,,12.29
06/02/2022,23.92,10.60,,6.80,,12.24
07/02/2022,23.92,10.58,,6.74,,12.24
08/02/2022,23.90,10.59,,6.74,,12.23
09/02/2022,23.90,10.62,,6.83,,12.23
10/02/2022,23.88,10.61,,6.95,,12.23
11/02/2022,23.88,10.63,,7.04,,12.23
12/02/2022,23.88,10.66,,7.13,,12.27
13/02/2022,23.87,10.66,,7.22,,12.27
14/02/2022,23.86,10.67,,7.33,,12.31
15/02/2022,23.89,10.70,,7.49,,12.35
16/02/2022,23.92,10.73,,7.66,,12.37
17/02/2022,23.94,10.78,,7.96,,12.42
18/02/2022,23.96,10.79,,8.19,,12.45
19/02/2022,23.99,10.79,,8.34,,12.58
20/02/2022,24.02,10.86,,8.46,,12.66
21/02/2022,24.06,10.87,,8.55,,12.70
22/02/2022,24.09,10.91,,8.66,,12.77
23/02/2022,24.12,10.96,,8.76,,12.84
24/02/2022,24.18,11.00,,8.81,,12.98
25/02/2022,24.27,11.06,,8.77,,13.01
26/02/2022,24.33,11.12,,8.80,,13.13
27/02/2022,24.39,11.15,,8.83,,13.24
28/02/2022,24.46,11.20,,8.79,,13.34
01/03/2022,24.52,11.25,,8.75,,13.42
02/03/2022,24.59,11.31,,8.72,,13.52
03/03/2022,24.66,11.37,,8.71,,13.60
04/03/2022,24.73,11.41,,8.80,,13.67
05/03/2022,24.80,11.47,,8.92,,13.77
06/03/2022,24.87,11.52,,9.00,,13.82
07/03/2022,24.95,11.62,,9.16,,13.94
08/03/2022,25.02,11.64,,9.32,,14.12
09/03/2022,25.11,11.70,,9.52,,14.12
10/03/2022,25.19,11.77,,9.67,,14.22
11/03/2022,25.27,11.84,,9.79,,14.30
12/03/2022,25.36,11.88,,9.97,,14.37
13/03/2022,25.45,11.94,,10.12,,14.37
14/03/2022,25.55,11.97,,10.20,,14.60
15/03/2022,25.63,12.12,,10.25,,14.70
16/03/2022,25.71,12.16,,10.36,,14.79
17/03/2022,25.81,12.20,,10.49,,14.87
18/03/2022,25.90,12.26,,10.54,,14.95
19/03/2022,25.99,12.33,,10.60,,15.04
20/03/2022,26.09,12.41,,10.68,,15.12
21/03/2022,26.19,12.48,,10.71,,15.20
22/03/2022,26.30,12.56,,10.76,,15.28
23/03/2022,26.39,12.60,,10.81,,15.33
24/03/2022,26.49,12.68,,10.81,,15.41
25/03/2022,26.59,12.77,,10.94,,15.45
26/03/2022,26.69,12.83,,11.01,,15.54
27/03/2022,26.78,12.90,,11.13,,15.54
28/03/2022,26.87,12.96,,11.24,,15.58
29/03/2022,26.96,13.08,,11.40,,15.65
30/03/2022,27.06,13.18,,11.49,,15.78
31/03/2022,27.16,13.26,,11.56,,15.83
01/04/2022,27.21,13.28,,11.62,,15.88
02/04/2022,27.28,13.33,,11.69,,15.94
03/04/2022,27.36,13.42,,11.72,,16.01
04/04/2022,27.44,13.49,,11.78,,16.07
05/04/2022,27.51,13.54,,11.81,,16.14
06/04/2022,27.57,13.61,,11.83,,16.21
07/04/2022,27.63,13.66,,11.86,,16.24
08/04/2022,27.70,13.71,,11.90,,16.32
09/04/2022,27.76,13.77,,11.94,,16.38
10/04/2022,27.82,13.82,,11.96,,16.43
11/04/2022,27.87,13.88,,12.02,,16.47
12/04/2022,27.91,13.94,,12.08,,16.54
13/04/2022,27.97,13.98,,12.11,,16.60
14/04/2022,27.97,14.02,,12.14,,16.64
15/04/2022,28.05,14.04,,12.21,,16.74
16/04/2022,28.10,14.08,,12.27,,16.80
17/04/2022,28.16,14.06,,12.31,,16.84
18/04/2022,28.23,14.16,,12.43,,16.90
19/04/2022,28.30,14.20,,12.47,,16.95
20/04/2022,28.35,14.26,,12.50,,17.00
21/04/2022,28.40,14.29,,12.51,,17.07
22/04/2022,28.45,14.32,,12.53,,17.12
23/04/2022,28.49,14.36,,12.54,,17.17
24/04/2022,28.53,14.39,,12.55,,17.20
25/04/2022,28.56,14.41,,12.56,,17.26
26/04/2022,28.60,14.43,,12.59,,17.31
27/04/2022,28.63,14.44,,12.61,,17.36
28/04/2022,28.67,14.47,,12.61,,17.40
29/04/2022,28.69,14.48,,12.63,,17.42
30/04/2022,28.73,14.51,,12.66,,17.50
01/05/2022,28.77,14.54,,12.68,,17.55
02/05/2022,28.82,14.58,,12.73,,17.58
03/05/2022,28.87,14.58,,12.75,,17.63
04/05/2022,28.90,14.62,,12.78,,17.67
05/05/2022,28.95,14.62,,12.79,,17.71
06/05/2022,28.99,14.67,,12.80,,17.76
07/05/2022,29.03,14.67,,12.81,,17.80
08/05/2022,29.07,14.68,,12.82,,17.85
09/05/2022,29.10,14.71,,12.82,,17.88
10/05/2022,29.12,14.72,,12.81,,17.92
11/05/2022,29.14,14.74,,12.81,,17.97
12/05/2022,29.16,14.74,,12.79,,18.02
13/05/2022,29.19,14.74,,12.77,,18.06
14/05/2022,29.21,14.74,,12.74,,18.10
15/05/2022,29.23,14.74,,12.71,,18.13
16/05/2022,29.24,14.75,,12.70,,18.16
17/05/2022,29.26,14.75,,12.68,,18.23
18/05/2022,29.29,14.76,,12.66,,18.28
19/05/2022,29.30,14.76,,12.60,,18.30
20/05/2022,29.32,14.76,,12.58,,18.34
21/05/2022,29.34,14.76,,12.54,,18.37
22/05/2022,29.36,14.77,,12.53,,18.40
23/05/2022,29.37,14.76,,12.48,,18.42
24/05/2022,29.38,14.77,,12.46,,18.44
25/05/2022,29.39,14.76,,12.41,,18.47
26/05/2022,29.39,14.75,,12.38,,18.50
27/05/2022,29.39,14.75,,12.35,20.01,18.50
28/05/2022,29.40,14.74,,12.32,,18.52
29/05/2022,29.42,14.75,,12.31,,18.56
30/05/2022,29.44,14.75,,12.29,,18.58
31/05/2022,29.47,14.76,,12.26,,18.60
01/06/2022,29.49,14.75,,12.24,,18.61
02/06/2022,29.51,14.76,,12.24,,18.63
03/06/2022,29.51,14.75,,12.21,,18.65
04/06/2022,29.53,14.75,,12.17,,18.68
05/06/2022,29.56,14.76,,12.15,,18.70
06/06/2022,29.59,14.79,,12.12,,18.72
07/06/2022,29.61,14.78,,12.06,,18.75
08/06/2022,29.61,14.78,,11.96,,18.78
09/06/2022,29.61,14.77,,11.89,,18.78
10/06/2022,29.61,14.76,,11.83,,18.79
11/06/2022,29.62,14.76,,11.76,,18.80
12/06/2022,29.64,14.76,,11.70,,18.83
13/06/2022,29.66,14.76,,11.64,,18.84
14/06/2022,29.68,14.76,,11.59,,18.84
15/06/2022,29.70,14.77,,11.54,,18.86
16/06/2022,29.72,14.78,,11.44,,18.86
17/06/2022,29.73,14.78,,11.36,,18.87
18/06/2022,29.73,14.77,,11.19,,18.87
19/06/2022,29.73,14.77,,11.14,,18.87
20/06/2022,29.73,14.78,,11.12,,18.87
21/06/2022,29.74,14.78,,11.01,,18.86
22/06/2022,29.75,14.78,,10.92,,18.87
23/06/2022,29.75,14.78,,10.79,,18.87
24/06/2022,29.75,14.78,,10.66,,18.86
25/06/2022,29.75,14.77,,10.57,,18.85
26/06/2022,29.74,14.76,,10.32,,18.84
27/06/2022,29.73,14.75,,10.09,,18.82
28/06/2022,29.72,14.73,,9.86,,18.81
29/06/2022,29.70,14.71,,9.64,,18.80
30/06/2022,29.69,14.70,,9.32,,18.80
01/07/2022,29.67,14.66,,8.96,,18.78
02/07/2022,29.66,14.64,,8.72,,18.75
03/07/2022,29.64,14.62,,8.72,,18.72
04/07/2022,29.62,14.61,,8.49,,18.71
05/07/2022,29.59,14.59,,8.14,,18.71
06/07/2022,29.57,14.55,,7.86,,18.69
07/07/2022,29.53,14.54,,7.68,,18.66
08/07/2022,29.50,14.52,,7.49,,18.62
09/07/2022,29.47,14.49,,7.32,,18.59
10/07/2022,29.44,14.47,,7.14,,18.58
11/07/2022,29.41,14.43,,7.07,,18.53
12/07/2022,29.38,14.40,,7.03,,18.48
13/07/2022,29.34,14.36,,7.14,,18.44
14/07/2022,29.30,14.33,,7.34,,18.39
15/07/2022,29.26,14.30,,7.36,,18.34
16/07/2022,29.22,14.26,,7.31,,18.30
17/07/2022,29.17,14.21,,7.28,,18.25
18/07/2022,29.12,14.17,,7.21,,18.20
19/07/2022,29.08,14.14,,7.05,,18.15
20/07/2022,29.04,14.10,,7.01,,18.10
21/07/2022,29.00,14.05,,6.97,,18.05
22/07/2022,28.95,14.03,,6.96,,18.00
23/07/2022,28.90,13.98,,6.95,,17.91
24/07/2022,28.85,13.93,,6.94,,17.85
25/07/2022,28.81,13.91,,6.94,,17.79
26/07/2022,28.77,13.86,,6.93,,17.74
27/07/2022,28.72,13.82,,6.96,,17.66
28/07/2022,28.67,13.78,,6.99,,17.58
29/07/2022,28.61,13.74,,6.99,,17.52
30/07/2022,28.55,13.68,,6.97,,17.44
31/07/2022,28.50,13.66,,6.92,,17.37
01/08/2022,28.45,13.61,,6.82,,17.30
02/08/2022,28.40,13.56,,6.69,,17.24
03/08/2022,28.35,13.51,,6.62,,17.16
04/08/2022,28.30,13.47,,6.52,,17.09
05/08/2022,28.25,13.42,,6.44,,17.00
06/08/2022,28.20,13.38,,6.38,,16.92
07/08/2022,28.14,13.33,,6.16,,16.85
08/08/2022,28.08,13.28,,5.88,,16.78
09/08/2022,28.03,13.23,,5.62,,16.68
10/08/2022,27.96,13.17,,5.39,,16.60
11/08/2022,27.90,13.11,,5.22,,16.53
12/08/2022,27.83,13.03,,5.10,,16.43
13/08/2022,27.76,12.98,,5.08,,16.33
14/08/2022,27.70,12.95,,4.96,,16.25
15/08/2022,27.64,12.90,,4.86,,16.16
16/08/2022,27.59,12.84,,4.75,,16.08
17/08/2022,27.52,12.79,,4.68,,15.98
18/08/2022,27.46,12.74,,4.61,,15.88
19/08/2022,27.38,12.67,,4.67,,15.78
20/08/2022,27.30,12.61,,4.72,,15.68
21/08/2022,27.23,12.56,,7.77,7.34,15.58
22/08/2022,27.16,12.51,,4.65,7.08,15.46
23/08/2022,27.09,12.42,,4.59,6.99,15.34
24/08/2022,27.01,12.36,,4.30,6.90,15.22
25/08/2022,26.93,12.29,,3.98,6.78,15.10
26/08/2022,26.84,12.21,,3.82,6.64,14.98
27/08/2022,26.75,12.13,,3.61,6.48,14.86
28/08/2022,26.65,12.06,,3.58,6.32,14.74
29/08/2022,26.55,11.99,,3.58,6.19,14.67
30/08/2022,26.46,11.92,,3.58,6.08,14.52
31/08/2022,26.36,11.82,,3.56,5.95,14.38
01/09/2022,26.25,11.74,,3.49,5.80,14.25
02/09/2022,26.14,11.66,,3.28,5.67,14.10
03/09/2022,26.04,11.57,,2.85,5.49,13.98
04/09/2022,25.93,11.49,,2.60,5.34,13.82
05/09/2022,25.81,11.40,,2.58,5.05,13.67
06/09/2022,25.69,11.30,,2.44,4.84,13.49
07/09/2022,25.57,11.18,,2.32,4.58,13.33
08/09/2022,25.45,11.09,,2.17,4.26,13.14
09/09/2022,25.33,10.99,,2.02,4.04,12.97
10/09/2022,25.20,10.89,,1.90,3.80,12.78
11/09/2022,25.06,10.68,,1.74,3.60,12.57
12/09/2022,24.92,10.63,,1.63,3.30,12.31
13/09/2022,24.80,10.55,,1.57,3.12,12.06
14/09/2022,24.67,10.45,,1.53,2.92,11.75
15/09/2022,24.52,10.33,,1.51,2.74,11.47
16/09/2022,24.36,10.21,,1.48,2.62,11.20
17/09/2022,24.20,10.08,,1.30,2.48,10.96
18/09/2022,24.03,9.96,,1.12,2.34,10.63
19/09/2022,23.86,9.82,,1.01,2.20,10.36
20/09/2022,23.68,9.68,,0.90,2.00,10.08
21/09/2022,23.50,9.51,,0.79,1.86,9.81
22/09/2022,23.30,9.35,,0.71,1.72,9.53
23/09/2022,23.10,9.19,,0.58,1.58,9.25
24/09/2022,22.88,9.01,,0.46,1.48,8.98
25/09/2022,22.65,8.84,,0.52,1.49,8.71
26/09/2022,22.42,8.65,,0.56,1.53,8.44
27/09/2022,22.21,8.47,,0.64,1.60,6.84
28/09/2022,21.98,8.30,,,1.63,8.08
29/09/2022,21.74,8.12,,,1.61,7.92
30/09/2022,21.50,7.95,,0.54,1.52,7.63
01/10/2022,21.26,7.75,,0.42,1.40,7.37
02/10/2022,21.03,7.68,,0.32,1.30,7.20
03/10/2022,20.81,7.40,,0.27,1.22,7.00
04/10/2022,20.57,7.19,,0.22,1.17,6.78
05/10/2022,20.33,7.00,,0.14,1.14,6.59
06/10/2022,20.09,6.59,,0.02,1.10,6.44
07/10/2022,19.84,6.57,,0.03,1.05,6.25
08/10/2022,19.59,6.39,,0.14,0.98,6.08
09/10/2022,19.33,6.18,,0.36,0.97,5.91
10/10/2022,19.07,5.98,,0.54,0.99,5.72
11/10/2022,18.81,5.76,,0.68,1.09,5.56
12/10/2022,18.55,5.58,,0.76,1.20,5.40
13/10/2022,18.30,5.35,,0.76,1.28,5.26
14/10/2022,18.05,5.15,,0.82,1.34,5.14
15/10/2022,17.82,4.98,,0.99,1.39,5.02
16/10/2022,17.60,4.75,,1.26,1.48,5.00
17/10/2022,17.38,4.58,,1.46,1.62,4.96
18/10/2022,17.19,4.40,,1.56,1.84,4.90
19/10/2022,17.02,4.21,,1.50,2.02,4.90
20/10/2022,16.85,4.04,,1.46,2.20,4.96
21/10/2022,16.69,3.87,,1.50,2.28,5.01
22/10/2022,16.58,3.75,,1.74,2.34,5.09
23/10/2022,16.47,3.63,,2.26,2.50,5.14
24/10/2022,16.37,3.53,,2.89,2.79,5.22
25/10/2022,16.27,3.46,,3.32,3.32,5.30
26/10/2022,16.21,3.41,,3.65,3.80,5.38
27/10/2022,16.20,3.39,,4.02,4.34,5.49
28/10/2022,16.19,3.36,,4.26,4.90,5.66
29/10/2022,16.22,3.35,,4.38,5.38,5.89
30/10/2022,16.26,3.38,,4.57,5.78,6.15
31/10/2022,16.30,3.40,,4.80,6.22,6.41
01/11/2022,16.39,3.34,,4.92,6.34,6.71
02/11/2022,16.51,3.47,,5.12,6.56,7.00
03/11/2022,16.64,3.55,,5.22,6.76,7.30
04/11/2022,16.75,3.59,,5.27,6.94,7.55
05/11/2022,16.87,3.70,,5.17,7.15,7.80
06/11/2022,17.00,3.80,,5.08,6.60,8.00
07/11/2022,17.14,3.93,,4.92,6.56,8.18
08/11/2022,17.26,4.02,,4.77,6.46,8.36
09/11/2022,17.39,4.12,,4.68,6.34,8.48
10/11/2022,17.53,4.28,,4.64,6.20,8.60
11/11/2022,17.65,4.38,,4.62,5.76,8.68
12/11/2022,17.76,4.46,,4.54,5.66,8.74
13/11/2022,17.88,4.55,,4.44,5.52,8.76
14/11/2022,18.01,4.63,,4.09,5.35,8.78
15/11/2022,18.10,4.70,,3.82,5.16,8.75
16/11/2022,18.18,4.76,,3.54,4.92,8.78
17/11/2022,18.25,4.82,,3.29,4.64,8.67
18/11/2022,18.32,4.86,,3.09,4.42,8.56
19/11/2022,18.35,4.87,,2.88,4.20,8.49
20/11/2022,18.37,4.90,,2.68,4.07,8.37
21/11/2022,18.39,4.93,,2.49,3.93,8.24
22/11/2022,18.39,4.92,,2.43,3.82,8.12
23/11/2022,18.39,4.92,,2.72,3.75,8.00
24/11/2022,18.41,4.94,,3.31,3.82,7.89
25/11/2022,18.39,4.96,,3.86,4.10,7.78
26/11/2022,18.38,4.96,,4.29,4.53,7.59
27/11/2022,18.38,4.96,,4.56,5.02,7.55
28/11/2022,18.38,4.93,,4.68,5.34,7.55
29/11/2022,18.35,4.92,,4.78,5.62,7.65
30/11/2022,18.33,4.92,,4.78,5.82,7.75
01/12/2022,18.30,4.92,,4.82,5.96,7.75
02/12/2022,18.32,4.92,,4.76,,7.88
03/12/2022,18.35,4.95,,4.66,6.10,8.16
04/12/2022,18.38,5.00,,4.52,6.10,8.42
05/12/2022,18.42,5.07,,4.32,6.00,8.42
06/12/2022,18.49,5.11,,3.98,5.86,8.54
07/12/2022,18.58,5.15,,3.78,5.66,8.66
08/12/2022,18.67,5.22,,3.49,5.40,8.70
09/12/2022,18.74,5.29,,3.29,5.08,8.73
10/12/2022,18.81,5.35,,3.04,4.77,8.73
11/12/2022,18.88,5.40,,2.94,4.49,8.72
12/12/2022,18.96,5.47,,2.85,4.24,8.66
13/12/2022,19.02,5.53,,2.62,4.03,8.60
14/12/2022,19.08,5.58,,2.65,3.89,8.51
15/12/2022,19.13,5.62,,2.68,3.78,8.40
16/12/2022,19.14,5.67,,2.58,3.72,8.28
17/12/2022,19.17,5.68,,2.50,3.67,8.15
18/12/2022,19.20,5.71,,2.36,3.62,8.15
19/12/2022,19.24,5.72,,2.33,3.58,8.00
20/12/2022,19.24,5.72,,2.42,3.62,7.76
21/12/2022,19.19,5.71,,2.66,3.74,7.68
22/12/2022,19.19,5.73,,3.11,3.93,7.60
23/12/2022,19.19,5.76,,3.22,4.11,7.53
24/12/2022,19.17,5.75,,3.34,4.30,7.50
25/12/2022,19.14,5.75,,3.49,4.48,7.46
26/12/2022,19.11,5.75,,3.62,4.60,7.46
27/12/2022,19.09,5.77,,3.78,4.78,7.45
28/12/2022,19.15,5.82,,3.87,4.94,7.55
29/12/2022,19.19,5.86,,3.87,5.04,7.60
30/12/2022,19.19,5.90,,3.82,5.10,7.67
31/12/2022,19.21,5.93,,3.78,5.14,7.74
01/01/2023,19.24,6.00,,3.73,5.14,7.81
02/01/2023,19.27,6.05,,3.71,5.14,7.82
03/01/2023,19.34,6.13,,3.68,5.13,7.95
04/01/2023,19.38,6.21,,3.61,5.08,8.12
05/01/2023,19.44,6.29,,3.57,5.04,8.20
06/01/2023,19.49,6.41,,3.56,5.00,8.25
07/01/2023,19.54,6.45,,3.54,4.95,8.27
08/01/2023,19.59,6.51,,3.53,4.88,8.28
09/01/2023,19.65,6.56,,3.60,4.90,8.30
